DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-02-19	27400856	Legge SE	2016-07-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27400856	Genome-wide common and rare variant analysis provides novel insights into clozapine-associated neutropenia.	Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia	48 European ancestry cases, 18 European ancestry extreme cases, 5,583 European ancestry controls	161 cases, 249 clozapine-exposed controls, 947 unexposed controls	16p12.1	16	25214699	AQP8	RN7SL557P - AQP8	106479425	343		29161	2218	rs11649311-T	rs11649311	0	11649311	intergenic_variant	1	0.3413	2E-6	5.698970004336019		1.6818029		Illumina [7559010] (imputed)	N	drug-induced agranulocytosis, treatment refractory schizophrenia, response to clozapine	http://purl.obolibrary.org/obo/HP_0012235, http://www.ebi.ac.uk/efo/EFO_0004609, http://purl.obolibrary.org/obo/GO_0097338	GCST003628	Genome-wide genotyping array
2017-02-19	27400856	Legge SE	2016-07-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27400856	Genome-wide common and rare variant analysis provides novel insights into clozapine-associated neutropenia.	Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia	48 European ancestry cases, 18 European ancestry extreme cases, 5,583 European ancestry controls	161 cases, 249 clozapine-exposed controls, 947 unexposed controls	17q22	17	55691674	TMEM100	LOC101927389 - TMEM100	101927389	55273		41427	27953	rs117202297-T	rs117202297	0	117202297	intergenic_variant	1	0.0122	5E-6	5.301029995663981		4.9702		Illumina [7559010] (imputed)	N	drug-induced agranulocytosis, treatment refractory schizophrenia, response to clozapine	http://purl.obolibrary.org/obo/HP_0012235, http://www.ebi.ac.uk/efo/EFO_0004609, http://purl.obolibrary.org/obo/GO_0097338	GCST003628	Genome-wide genotyping array
2017-02-19	27400856	Legge SE	2016-07-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27400856	Genome-wide common and rare variant analysis provides novel insights into clozapine-associated neutropenia.	Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia	48 European ancestry cases, 18 European ancestry extreme cases, 5,583 European ancestry controls	161 cases, 249 clozapine-exposed controls, 947 unexposed controls	17p12	17	13348756	HS3ST3A1	LOC105371541 - LOC105371543	105371541	105371543		41965	4392	rs80282661-T	rs80282661	0	80282661	intergenic_variant	1	0.0121	5E-6	5.301029995663981		4.1666		Illumina [7559010] (imputed)	N	drug-induced agranulocytosis, treatment refractory schizophrenia, response to clozapine	http://purl.obolibrary.org/obo/HP_0012235, http://www.ebi.ac.uk/efo/EFO_0004609, http://purl.obolibrary.org/obo/GO_0097338	GCST003628	Genome-wide genotyping array
2017-02-19	27400856	Legge SE	2016-07-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27400856	Genome-wide common and rare variant analysis provides novel insights into clozapine-associated neutropenia.	Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia	48 European ancestry cases, 18 European ancestry extreme cases, 5,583 European ancestry controls	161 cases, 249 clozapine-exposed controls, 947 unexposed controls	1p32.1	1	60238578	C1orf87	LOC105378761, LOC105378760			105378761, 105378760			rs185053659-A	rs185053659	0	185053659	intergenic_variant	0	0.0142	8E-6	5.096910013008056		3.7968		Illumina [7559010] (imputed)	N	drug-induced agranulocytosis, treatment refractory schizophrenia, response to clozapine	http://purl.obolibrary.org/obo/HP_0012235, http://www.ebi.ac.uk/efo/EFO_0004609, http://purl.obolibrary.org/obo/GO_0097338	GCST003628	Genome-wide genotyping array
2008-07-22	18332876	Kirov G	2008-03-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/18332876	A genome-wide association study in 574 schizophrenia trios using DNA pooling.	Schizophrenia	574 European ancestry trios, 605 European ancestry controls	NA	12q24.23	12	119380704	CCDC60	CCDC60			160777			rs11064768-A	rs11064768	0	11064768	intron_variant	0	0.91	1E-6	6.0				Illumina [~ 550000]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000163	Genome-wide genotyping array
2008-06-16	17522711	Lencz T	2007-03-20	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/17522711	Converging evidence for a pseudoautosomal cytokine receptor gene locus in schizophrenia.	Schizophrenia	178 European ancestry cases, 144 European ancestry controls	NA	Xp22.33	X	1029445	CSF2RA, IL3RA	RPL14P5 - LOC100418703	442442	100418703		19345	97964	rs4129148-C	rs4129148	0	4129148	intergenic_variant	1	NR	4E-7	6.3979400086720375		3.23	[2.04-5.15]	Affymetrix [439511]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000016	Genome-wide genotyping array
2009-07-13	19571811	Purcell SM	2009-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/19571811	Common polygenic variation contributes to risk of schizophrenia and bipolar disorder.	Schizophrenia	3,322 European ancestry cases, 3,587 European ancestry controls	4,692 European ancestry cases, 15,493 European ancestry controls	1p21.3	1	96698787	PTBP2	RN7SKP270 - PTBP2	106479216	58155		2620	22818	rs7544736-G	rs7544736	0	7544736	regulatory_region_variant	1	0.18	6E-7	6.221848749616356		1.25		Affymetrix [739995]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000434	Genome-wide genotyping array
2009-07-13	19571811	Purcell SM	2009-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/19571811	Common polygenic variation contributes to risk of schizophrenia and bipolar disorder.	Schizophrenia	3,322 European ancestry cases, 3,587 European ancestry controls	4,692 European ancestry cases, 15,493 European ancestry controls	3q26.33	3	180832914	FXR1	LOC101928882			101928882			rs6782299-T	rs6782299	0	6782299	intron_variant	0	0.73	1E-7	7.0		1.1		Affymetrix [739995]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000434	Genome-wide genotyping array
2009-07-13	19571811	Purcell SM	2009-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/19571811	Common polygenic variation contributes to risk of schizophrenia and bipolar disorder.	Schizophrenia	3,322 European ancestry cases, 3,587 European ancestry controls	4,692 European ancestry cases, 15,493 European ancestry controls	6p22.1	6	27176104	MHC	TRT-AGT6-1 - TRI-AAT5-4	100189143	100189336		13760	1111	rs13194053-T	rs13194053	0	13194053	regulatory_region_variant	1	0.86	1E-8	8.0		1.22		Affymetrix [739995]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000434	Genome-wide genotyping array
2009-07-13	19571811	Purcell SM	2009-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/19571811	Common polygenic variation contributes to risk of schizophrenia and bipolar disorder.	Schizophrenia	3,322 European ancestry cases, 3,587 European ancestry controls	4,692 European ancestry cases, 15,493 European ancestry controls	18q21.2	18	55391007	TCF4	TCF4			6925			rs17594526-T	rs17594526	0	17594526	intron_variant	0	0.03	1E-7	7.0		1.44		Affymetrix [739995]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000434	Genome-wide genotyping array
2011-07-08	21679298	Ma X	2011-06-16	Genes Brain Behav	www.ncbi.nlm.nih.gov/pubmed/21679298	A genome-wide association study for quantitative traits in schizophrenia in China.	Schizophrenia	98 Chinese ancestry cases, 60 Chinese ancestry controls	NA	8p23.1	8	10165428	MSRA	MSRA			4482			rs7017212-?	rs7017212	0	7017212	intron_variant	0	.41	4E-6	5.3979400086720375				Illumina [464301]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001110	Genome-wide genotyping array
2011-07-08	21682944	Alkelai A	2011-06-20	Int J Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/21682944	DOCK4 and CEACAM21 as novel schizophrenia candidate genes in the Jewish population.	Schizophrenia	155 Jewish-Israeli ancestry cases and 176 Jewish-Israeli ancestry controls from 107 families	99 Arab-Israeli ancestry cases and 99 Arab-Israeli ancestry controls from 57 families	10p11.22	10	33799125	NRP1, PARD3	LINC00838 - RPL23P11	100505583	100271297		26445	65188	rs1412115-?	rs1412115	0	1412115	intergenic_variant	1	0.37	6E-6	5.221848749616356				Illumina [311517]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001119	Genome-wide genotyping array
2011-07-08	21682944	Alkelai A	2011-06-20	Int J Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/21682944	DOCK4 and CEACAM21 as novel schizophrenia candidate genes in the Jewish population.	Schizophrenia	155 Jewish-Israeli ancestry cases and 176 Jewish-Israeli ancestry controls from 107 families	99 Arab-Israeli ancestry cases and 99 Arab-Israeli ancestry controls from 57 families	19q13.2	19	41559909	ATP5SL, CEACAM21	CEACAM21			90273			rs4803480-A	rs4803480	0	4803480	intron_variant	0	0.13	1E-7	7.0				Illumina [311517]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001119	Genome-wide genotyping array
2015-05-13	21688384	Wang KS	2011-06-17	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/21688384	Genome-wide association analysis of age at onset in schizophrenia in a European-American sample.	Schizophrenia (age at onset)	1,162 European ancestry cases	1,068 European ancestry cases	4p16.1	4	10273370	RAF1P1, WDR1	RAF1P1 - LOC100422637	348910	100422637		16711	11581	rs17407555-?	rs17407555	0	17407555	regulatory_region_variant	1		5E-6	5.301029995663981		1.501	[NR] unit decrease	Affymetrix [722112]	N	schizophrenia, age at onset	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004847	GCST001115	Genome-wide genotyping array
2015-05-13	21688384	Wang KS	2011-06-17	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/21688384	Genome-wide association analysis of age at onset in schizophrenia in a European-American sample.	Schizophrenia (age at onset)	1,162 European ancestry cases	1,068 European ancestry cases	4q25	4	108959574	COL25A1	COL25A1			84570			rs17039583-?	rs17039583	0	17039583	intron_variant	0	NR	4E-6	5.3979400086720375		2.431	[NR] unit increase	Affymetrix [722112]	N	schizophrenia, age at onset	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004847	GCST001115	Genome-wide genotyping array
2013-05-01	23382809	Xu C	2013-01-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23382809	BCL9 and C9orf5 are associated with negative symptoms in schizophrenia: meta-analysis of two genome-wide association studies.	Schizophrenia (negative symptoms)	1,774 European ancestry cases, 2,726 European ancestry controls		1q21.2	1	147611315	BCL9	BCL9			607			rs583583-A	rs583583	0	583583	intron_variant	0	0.28	6E-7	6.221848749616356		1.3	[NR]	Affymetrix [729454]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001836	Genome-wide genotyping array
2013-05-01	23382809	Xu C	2013-01-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23382809	BCL9 and C9orf5 are associated with negative symptoms in schizophrenia: meta-analysis of two genome-wide association studies.	Schizophrenia (negative symptoms)	1,774 European ancestry cases, 2,726 European ancestry controls		9q31.3	9	109037283	C9orf5	TMEM245			23731			rs643410-A	rs643410	0	643410	intron_variant	0	0.05	1E-6	6.0		1.6	[NR]	Affymetrix [729454]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001836	Genome-wide genotyping array
2013-05-01	23382809	Xu C	2013-01-29	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23382809	BCL9 and C9orf5 are associated with negative symptoms in schizophrenia: meta-analysis of two genome-wide association studies.	Schizophrenia (negative symptoms)	1,774 European ancestry cases, 2,726 European ancestry controls		8q24.22	8	133656434	ST3Gal1	ST3GAL1 - LOC105375773	6482	105375773		83980	7327	rs2860223-C	rs2860223	0	2860223	intergenic_variant	1	0.35	2E-6	5.698970004336019		1.26	[NR]	Affymetrix [729454]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001836	Genome-wide genotyping array
2016-11-18	26821981	Koga AT	2016-01-28	J Neural Transm (Vienna)	www.ncbi.nlm.nih.gov/pubmed/26821981	Genome-wide association analysis to predict optimal antipsychotic dosage in schizophrenia: a pilot study.	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	up to 39 European ancestry schizophrenia cases, up to 40 European ancestry schizoaffective cases	NA	2p21	2	44442585	NR	CAMKMT			79823			rs1067352-T	rs1067352	0	1067352	intron_variant	0	NR	5E-6	5.301029995663981	(DDD)	0.2124	NR unit decrease	Illumina [1190033]	N	schizophrenia, antipsychotic drug use measurement, schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007792, http://www.ebi.ac.uk/efo/EFO_0005411	GCST003341	Genome-wide genotyping array
2016-11-18	26821981	Koga AT	2016-01-28	J Neural Transm (Vienna)	www.ncbi.nlm.nih.gov/pubmed/26821981	Genome-wide association analysis to predict optimal antipsychotic dosage in schizophrenia: a pilot study.	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	up to 39 European ancestry schizophrenia cases, up to 40 European ancestry schizoaffective cases	NA	14q24.2	14	72119843	RGS6	RGS6			9628			rs981975-T	rs981975	0	981975	intron_variant	0	NR	9E-7	6.045757490560675	(CPZe)	0.1941	[NR] unit decrease	Illumina [1190033]	N	schizophrenia, antipsychotic drug use measurement, schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007792, http://www.ebi.ac.uk/efo/EFO_0005411	GCST003341	Genome-wide genotyping array
2016-11-18	26821981	Koga AT	2016-01-28	J Neural Transm (Vienna)	www.ncbi.nlm.nih.gov/pubmed/26821981	Genome-wide association analysis to predict optimal antipsychotic dosage in schizophrenia: a pilot study.	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	up to 39 European ancestry schizophrenia cases, up to 40 European ancestry schizoaffective cases	NA	3q29	3	194685159	NR	LSG1 - FAM43A	55341	131583		12682	734	rs789859-A	rs789859	0	789859	intergenic_variant	1	NR	2E-6	5.698970004336019	(CPZe)	0.1696	[NR] unit increase	Illumina [1190033]	N	schizophrenia, antipsychotic drug use measurement, schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007792, http://www.ebi.ac.uk/efo/EFO_0005411	GCST003341	Genome-wide genotyping array
2016-11-18	26821981	Koga AT	2016-01-28	J Neural Transm (Vienna)	www.ncbi.nlm.nih.gov/pubmed/26821981	Genome-wide association analysis to predict optimal antipsychotic dosage in schizophrenia: a pilot study.	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	up to 39 European ancestry schizophrenia cases, up to 40 European ancestry schizoaffective cases	NA	3p24.2	3	24116906	THRB	LINC00691 - THRB	152024	7068		13659	247	rs7428850-T	rs7428850	0	7428850	intergenic_variant	1	NR	2E-6	5.698970004336019	(CPZe)	0.5773	[NR] unit decrease	Illumina [1190033]	N	schizophrenia, antipsychotic drug use measurement, schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007792, http://www.ebi.ac.uk/efo/EFO_0005411	GCST003341	Genome-wide genotyping array
2016-11-18	26821981	Koga AT	2016-01-28	J Neural Transm (Vienna)	www.ncbi.nlm.nih.gov/pubmed/26821981	Genome-wide association analysis to predict optimal antipsychotic dosage in schizophrenia: a pilot study.	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	up to 39 European ancestry schizophrenia cases, up to 40 European ancestry schizoaffective cases	NA	15q13.3	15	31256793	NR	LOC283710 - KLF13	283710	51621		25946	70062	rs75905933-T	rs75905933	0	75905933	regulatory_region_variant	1	NR	4E-6	5.3979400086720375	(CPZe)	0.572	[NR] unit decrease	Illumina [1190033]	N	schizophrenia, antipsychotic drug use measurement, schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007792, http://www.ebi.ac.uk/efo/EFO_0005411	GCST003341	Genome-wide genotyping array
2016-11-18	26821981	Koga AT	2016-01-28	J Neural Transm (Vienna)	www.ncbi.nlm.nih.gov/pubmed/26821981	Genome-wide association analysis to predict optimal antipsychotic dosage in schizophrenia: a pilot study.	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	up to 39 European ancestry schizophrenia cases, up to 40 European ancestry schizoaffective cases	NA	19q13.33	19	50065316	NR	FLJ26850			400710			rs2017387-A	rs2017387	0	2017387	intron_variant	0	NR	4E-6	5.3979400086720375	(CPZe)	0.2115	[NR] unit decrease	Illumina [1190033]	N	schizophrenia, antipsychotic drug use measurement, schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007792, http://www.ebi.ac.uk/efo/EFO_0005411	GCST003341	Genome-wide genotyping array
