DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2010-09-28	20800221	Terracciano A	2010-08-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20800221	Genome-wide association scan of trait depression.	Depression (quantitative trait)	3,972 Sardinian individuals, 839 European ancestry individuals	NA	16q23.3	16	83250733	CDH13	CDH13			1012			rs10514585-A	rs10514585	0	10514585	intron_variant	0	0.31	5E-6	5.301029995663981		0.15	[NR] unit increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	GCST000779	Genome-wide genotyping array
2010-09-28	20800221	Terracciano A	2010-08-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20800221	Genome-wide association scan of trait depression.	Depression (quantitative trait)	3,972 Sardinian individuals, 839 European ancestry individuals	NA	10p11.22	10	33005847	ITGB1	LOC101929475			101929475			rs11009175-A	rs11009175	0	11009175	intron_variant	0	0.17	5E-6	5.301029995663981		0.16	[NR] unit increase	Affymetrix, Illumina [up to 2500000] (imputed)	N	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	GCST000779	Genome-wide genotyping array
2010-09-28	20800221	Terracciano A	2010-08-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20800221	Genome-wide association scan of trait depression.	Depression (quantitative trait)	3,972 Sardinian individuals, 839 European ancestry individuals	NA	7q31.33	7	126999550	GRM8	GRM8			2918			rs17864092-T	rs17864092	0	17864092	intron_variant	0	0.90	6E-6	5.221848749616356		0.17	[NR] unit decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	GCST000779	Genome-wide genotyping array
2010-09-28	20800221	Terracciano A	2010-08-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20800221	Genome-wide association scan of trait depression.	Depression (quantitative trait)	3,972 Sardinian individuals, 839 European ancestry individuals	NA	2p24.1	2	23191780	intergenic	LOC107985792			107985792			rs1449984-A	rs1449984	0	1449984	intron_variant	0	0.72	7E-6	5.154901959985743		0.15	[NR] unit decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	GCST000779	Genome-wide genotyping array
2010-09-28	20800221	Terracciano A	2010-08-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20800221	Genome-wide association scan of trait depression.	Depression (quantitative trait)	3,972 Sardinian individuals, 839 European ancestry individuals	NA	12q24.32	12	127329196	intergenic	LOC101927616			101927616			rs10744304-A	rs10744304	0	10744304	intron_variant	0	0.63	9E-6	5.045757490560675		0.15	[NR] unit decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	GCST000779	Genome-wide genotyping array
2010-09-28	20800221	Terracciano A	2010-08-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20800221	Genome-wide association scan of trait depression.	Depression (quantitative trait)	3,972 Sardinian individuals, 839 European ancestry individuals	NA	10q22.1	10	68952306	DDX21	DDX50			79009			rs2017305-A	rs2017305	0	2017305	intergenic_variant	0	0.92	9E-6	5.045757490560675		0.22	[NR] unit decrease	Affymetrix, Illumina [up to 2500000] (imputed)	N	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	GCST000779	Genome-wide genotyping array
2009-02-04	19107115	Muglia P	2008-12-23	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/19107115	Genome-wide association study of recurrent major depressive disorder in two European case-control cohorts.	Major depressive disorder	1,359 European ancestry cases, 1,782 European ancestry controls	NA	12p13.32	12	4009151	CCND2	LOC105369608 - LOC105369611	105369608	105369611		50544	3876	rs4238010-G	rs4238010	0	4238010	intergenic_variant	1	0.02	6E-6	5.221848749616356		1.72		Affymetrix, Illumina [494678] (imputed)	N	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	GCST000304	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to bupropion in depression	2,675 European ancestry responder cases, 1,861 European ancestry non-responder cases	NA	4q22.1	4	89500202	GPRIN3, SNCA	LOC105377328 - LOC105377329	105377328	105377329		14643	51131	rs1908557-T	rs1908557	0	1908557	intergenic_variant	1		3E-8	7.522878745280337		1.348	[1.213-1.497]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to bupropion, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0006326, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003800	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to bupropion in depression	2,675 European ancestry responder cases, 1,861 European ancestry non-responder cases	NA	14q13.2	14	34840969	BAZ1A	BAZ1A			11177			rs77945277-?	rs77945277	0	77945277	intron_variant	0		2E-7	6.698970004336019		11.111111	[3.83-32.26]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to bupropion, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0006326, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003800	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to bupropion in depression	2,675 European ancestry responder cases, 1,861 European ancestry non-responder cases	NA	1p13.3	1	110479338	PROK1, KCNA10	LOC105378898 - CYMP	105378898	643160		5256	1428	rs4839421-?	rs4839421	0	4839421	intron_variant	1		5E-7	6.301029995663981		1.249	[1.146-1.362]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to bupropion, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0006326, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003800	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to bupropion in depression	2,675 European ancestry responder cases, 1,861 European ancestry non-responder cases	NA	11p12	11	42785177	API5	LOC105376642 - LOC100533710	105376642	100533710		523162	278454	rs75995702-?	rs75995702	0	75995702	intergenic_variant	1		7E-7	6.154901959985743		12.857	[3.496-47.288]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to bupropion, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0006326, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003800	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to bupropion in depression	2,675 European ancestry responder cases, 1,861 European ancestry non-responder cases	NA	8p23.2	8	5364506	CSMD1	LOC107986907 - RPL23AP54	107986907	100271466		218659	112003	rs34102224-?	rs34102224	0	34102224	intergenic_variant	1		1E-6	6.0		1.354	[1.197-1.531]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to bupropion, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0006326, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003800	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to selective serotonin reuptake inhibitors in depression	6,348 European ancestry responder cases, 3,340 European ancestry non-responder cases	NA	5p13.1	5	38464142	EGFLAM	EGFLAM			133584			rs80164876-?	rs80164876	0	80164876	3_prime_UTR_variant	0		4E-7	6.3979400086720375		2.09	[1.551-2.815]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to selective serotonin reuptake inhibitor, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0005658, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003801	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to selective serotonin reuptake inhibitors in depression	6,348 European ancestry responder cases, 3,340 European ancestry non-responder cases	NA	22q11.22	22	22047895	TOP3B, VPREB1	IGL			3535			rs114465512-?	rs114465512	0	114465512	intron_variant	0		5E-7	6.301029995663981		12.987013	[3.98-43.48]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to selective serotonin reuptake inhibitor, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0005658, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003801	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to selective serotonin reuptake inhibitors in depression	6,348 European ancestry responder cases, 3,340 European ancestry non-responder cases	NA	14q32.12	14	91472532	SMEK1	SMEK1			55671			rs35863382-?	rs35863382	0	35863382	intron_variant	0		7E-7	6.154901959985743		1.540832	[1.3-1.83]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to selective serotonin reuptake inhibitor, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0005658, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003801	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to selective serotonin reuptake inhibitors in depression	6,348 European ancestry responder cases, 3,340 European ancestry non-responder cases	NA	18q21.1	18	49694188	LIPG, ACAA2	LOC105372112			105372112			rs117198528-?	rs117198528	0	117198528	intergenic_variant	0		9E-7	6.045757490560675		1.823	[1.437-2.313]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to selective serotonin reuptake inhibitor, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0005658, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003801	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to selective serotonin reuptake inhibitors in depression	6,348 European ancestry responder cases, 3,340 European ancestry non-responder cases	NA	19q13.33	19	47657765	GLTSCR1	GLTSCR1			29998			rs138472420-?	rs138472420	0	138472420	intron_variant	0		1E-6	6.0		5.628	[2.692-11.767]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to selective serotonin reuptake inhibitor, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0005658, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003801	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to citalopram or escitalopram in depression	2,963 European ancestry responder cases, 2,005 European ancestry non-responder cases	NA	1p21.2	1	99463578	LPPR4, PALMD	LOC107985093 - LOC107985421	107985093	107985421		26363	119	rs111365677-?	rs111365677	0	111365677	intergenic_variant	1		1E-7	7.0		17.54386	[4.33-71.43]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to escitalopram, response to citalopram, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0007871, http://www.ebi.ac.uk/efo/EFO_0006329, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003802	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to citalopram or escitalopram in depression	2,963 European ancestry responder cases, 2,005 European ancestry non-responder cases	NA	3q23	3	141059454	SPSB4	SPSB4			92369			rs142484554-?	rs142484554	0	142484554	intron_variant	0		3E-7	6.522878745280337		1.459854	[1.26-1.69]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to escitalopram, response to citalopram, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0007871, http://www.ebi.ac.uk/efo/EFO_0006329, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003802	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to citalopram or escitalopram in depression	2,963 European ancestry responder cases, 2,005 European ancestry non-responder cases	NA	10q24.33	10	103390184	USMG5	USMG5			84833			rs188843168-?	rs188843168	0	188843168	intron_variant	0		4E-7	6.3979400086720375		449.83	[5.402-Inf]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to escitalopram, response to citalopram, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0007871, http://www.ebi.ac.uk/efo/EFO_0006329, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003802	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to citalopram or escitalopram in depression	2,963 European ancestry responder cases, 2,005 European ancestry non-responder cases	NA	2p13.3	2	70415675	FAM136A, TGFA	LOC105374793			105374793			rs6546604-?	rs6546604	0	6546604	intron_variant	0		5E-7	6.301029995663981		1.2787724	[1.16-1.41]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to escitalopram, response to citalopram, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0007871, http://www.ebi.ac.uk/efo/EFO_0006329, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003802	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to citalopram or escitalopram in depression	2,963 European ancestry responder cases, 2,005 European ancestry non-responder cases	NA	4p14	4	40985283	APBB2	APBB2, LOC107986273			323, 107986273			rs34177316-?	rs34177316	0	34177316	intron_variant	0		6E-7	6.221848749616356		1.355	[1.203-1.528]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to escitalopram, response to citalopram, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0007871, http://www.ebi.ac.uk/efo/EFO_0006329, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003802	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to citalopram or escitalopram in depression	2,963 European ancestry responder cases, 2,005 European ancestry non-responder cases	NA	11q24.1	11	123680000	SCN3B, ZNF202	LOC105369543 - ZNF202	105369543	7753		7000	43927	rs201921722-?	rs201921722	0	201921722	intergenic_variant	1		7E-7	6.154901959985743		1.2642225	[1.15-1.39]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to escitalopram, response to citalopram, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0007871, http://www.ebi.ac.uk/efo/EFO_0006329, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003802	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to citalopram or escitalopram in depression	2,963 European ancestry responder cases, 2,005 European ancestry non-responder cases	NA	6p12.3	6	50758466	TFAP2D	TFAP2D			83741			rs80278479-?	rs80278479	0	80278479	intron_variant	0		8E-7	6.096910013008056		14.492754	[3.88-55.56]	Illumina [~ 12000000] (imputed)	N	unipolar depression, response to escitalopram, response to citalopram, mood disorder	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0007871, http://www.ebi.ac.uk/efo/EFO_0006329, http://www.ebi.ac.uk/efo/EFO_0004247	GCST003802	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to antidepressants in depression	7,795 European ancestry responder cases, 1,311 European ancestry non-responder cases	NA	2p22.3	2	33601810	FAM98A, MYADML	LOC105374455			105374455			rs1375194-?	rs1375194	0	1375194	intergenic_variant	0		2E-7	6.698970004336019		1.2578616	[1.15-1.37]	Illumina [~ 12000000] (imputed)	N	unipolar depression, mood disorder, response to antidepressant	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0004247, http://purl.obolibrary.org/obo/GO_0036276	GCST003803	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to antidepressants in depression	7,795 European ancestry responder cases, 1,311 European ancestry non-responder cases	NA	2q14.1	2	115195009	DPP10	DPP10			57628			rs190662943-?	rs190662943	0	190662943	intron_variant	0		7E-7	6.154901959985743		14.419	[5.177-40.161]	Illumina [~ 12000000] (imputed)	N	unipolar depression, mood disorder, response to antidepressant	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0004247, http://purl.obolibrary.org/obo/GO_0036276	GCST003803	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to antidepressants in depression	7,795 European ancestry responder cases, 1,311 European ancestry non-responder cases	NA	1q42.13	1	229213737	RHOU, RAB4A	LOC105373158 - LOC102723935	105373158	102723935		29274	24052	rs75507262-?	rs75507262	0	75507262	intergenic_variant	1		1E-6	6.0		2.3255813	[1.69-3.21]	Illumina [~ 12000000] (imputed)	N	unipolar depression, mood disorder, response to antidepressant	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0004247, http://purl.obolibrary.org/obo/GO_0036276	GCST003803	Genome-wide genotyping array
2017-03-24	27622933	Li QS	2016-09-13	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27622933	Analysis of 23andMe antidepressant efficacy survey data: implication of circadian rhythm and neuroplasticity in bupropion response.	Response to antidepressants in depression	7,795 European ancestry responder cases, 1,311 European ancestry non-responder cases	NA	12q24.32	12	127251320	Intergenic	LOC105370064 - LOC105370065	105370064	105370065		45401	22945	rs10847303-?	rs10847303	0	10847303	intergenic_variant	1		2E-6	5.698970004336019		1.242236	[1.14-1.36]	Illumina [~ 12000000] (imputed)	N	unipolar depression, mood disorder, response to antidepressant	http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0004247, http://purl.obolibrary.org/obo/GO_0036276	GCST003803	Genome-wide genotyping array
