DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q13.13	20	48459908	NR	LOC105372644 - LOC105372645	105372644	105372645		49192	11412	rs13043694-A	rs13043694	0	13043694	intergenic_variant	1		3E-6	5.522878745280337				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32797074	NR	DNMT3B			1789			rs6057648-A	rs6057648	0	6057648	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32789189	NR	DNMT3B			1789			rs6119285-T	rs6119285	0	6119285	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32822531	NR	MAPRE1			22919			rs6057651-A	rs6057651	0	6057651	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32832003	NR	MAPRE1			22919			rs6057652-A	rs6057652	0	6057652	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32849801	NR	MAPRE1			22919			rs7270085-A	rs7270085	0	7270085	3_prime_UTR_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32807671	NR	DNMT3B			1789			rs6119286-A	rs6119286	0	6119286	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32857341	NR	MAPRE1 - EFCAB8	22919	388795		6936	3654	rs6057659-A	rs6057659	0	6057659	non_coding_transcript_exon_variant	1		5E-6	5.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32859052	NR	MAPRE1 - EFCAB8	22919	388795		8647	1943	rs8123073-A	rs8123073	0	8123073	intron_variant	1		5E-6	5.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	20q11.21	20	32859562	NR	MAPRE1 - EFCAB8	22919	388795		9157	1433	rs17123726-A	rs17123726	0	17123726	intron_variant	1		5E-6	5.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	2q33.3	2	205195913	NR	PARD3B			117583			rs10153620-C	rs10153620	0	10153620	intron_variant	0		6E-6	5.221848749616356				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	6q27	6	168083405	NR	FRMD1			79981			rs4708431-A	rs4708431	0	4708431	intron_variant	0		7E-6	5.154901959985743				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-09-27	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (combined symptoms)	1,851 individuals	155 individuals	8q22.3	8	103106338	NR	MTCO2P4 - BAALC-AS2	106480296	157556		14829	26625	rs6983777-A	rs6983777	0	6983777	intergenic_variant	1		8E-6	5.096910013008056				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001931	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	7q36.2	7	153838604	NR	DPP6			1804			rs2110267-C	rs2110267	0	2110267	intergenic_variant	0		5E-7	6.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	20q13.13	20	48460486	NR	LOC105372644 - LOC105372645	105372644	105372645		49770	10834	rs910191-A	rs910191	0	910191	intergenic_variant	1		2E-6	5.698970004336019				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	2q12.1	2	104051280	NR	LOC107985928			107985928			rs6758152-T	rs6758152	0	6758152	intron_variant	0		3E-6	5.522878745280337				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	5q23.2	5	127803924	NR	LINC01183			728586			rs1515641-A	rs1515641	0	1515641	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	15q11.2	15	23817768	NR	RNU6-741P - LOC107984787	106479894	107984787		40225	93583	rs7164923-T	rs7164923	0	7164923	intergenic_variant	1		5E-6	5.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	7q36.2	7	153852211	NR	DPP6			1804			rs2192271-T	rs2192271	0	2192271	intergenic_variant	0		1E-6	6.0				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	7q36.2	7	153855979	NR	LOC107986722, DPP6			107986722, 1804			rs6947495-A	rs6947495	0	6947495	intergenic_variant	0		1E-6	6.0				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	7q36.2	7	153861864	NR	LOC107986722, DPP6			107986722, 1804			rs12671878-A	rs12671878	0	12671878	intergenic_variant	0		1E-6	6.0				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	20q13.13	20	48461291	NR	LOC105372644 - LOC105372645	105372644	105372645		50575	10029	rs4458264-T	rs4458264	0	4458264	intergenic_variant	1		3E-6	5.522878745280337				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	20q13.13	20	48461279	NR	LOC105372644 - LOC105372645	105372644	105372645		50563	10041	rs4402823-T	rs4402823	0	4402823	intergenic_variant	1		3E-6	5.522878745280337				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	20q13.13	20	48459954	NR	LOC105372644 - LOC105372645	105372644	105372645		49238	11366	rs4810796-A	rs4810796	0	4810796	intergenic_variant	1		3E-6	5.522878745280337				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	20q13.13	20	48459908	NR	LOC105372644 - LOC105372645	105372644	105372645		49192	11412	rs13043694-A	rs13043694	0	13043694	intergenic_variant	1		3E-6	5.522878745280337				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	2q12.1	2	103956547	NR	LOC107985928			107985928			rs2119507-T	rs2119507	0	2119507	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	2q12.1	2	103972680	NR	LOC107985928			107985928			rs11903187-A	rs11903187	0	11903187	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	2q12.1	2	103970893	NR	LOC107985928			107985928			rs10193430-A	rs10193430	0	10193430	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	2q12.1	2	103964045	NR	LOC107985928			107985928			rs12613775-T	rs12613775	0	12613775	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	2q12.1	2	103962075	NR	LOC107985928			107985928			rs1036736-T	rs1036736	0	1036736	intron_variant	0		4E-6	5.3979400086720375				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	5q23.2	5	127790070	NR	LINC01183			728586			rs7722425-T	rs7722425	0	7722425	intron_variant	0		5E-6	5.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	5q23.2	5	127786620	NR	CUL1P1, LINC01183			100288463, 728586			rs10463833-A	rs10463833	0	10463833	non_coding_transcript_exon_variant	0		5E-6	5.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	5q23.2	5	127774794	NR	LINC01183			728586			rs10463832-A	rs10463832	0	10463832	intron_variant	0		5E-6	5.301029995663981				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
2013-10-01	23527680	Ebejer JL	2013-04-01	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23527680	Genome-wide association study of inattention and hyperactivity-impulsivity measured as quantitative traits.	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	1,851 individuals	155 individuals	5q23.2	5	127726279	NR	LINC01183			728586			rs12523164-T	rs12523164	0	12523164	intron_variant	0		6E-6	5.221848749616356				Illumina [2373249] (imputed)	N	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST001944	Genome-wide genotyping array
